CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
134689200,19,MANHATTAN,03/18/2018,23:23:00,03/18/2018,23:28:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",FAST FOOD,03/18/2018,,25-44,WHITE,M,,25-44,ASIAN/PAC.ISL,M,995732,217736,40.76431222,-73.95855217,"(40.764312223, -73.958552173)"
144784365,63,BROOKLYN,03/18/2018,23:02:00,03/18/2018,23:10:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101,ASSAULT 3,OTHER,03/18/2018,,25-44,BLACK,M,,45-64,WHITE,F,1005412,161184,40.60907214,-73.92378563,"(40.609072141, -73.923785628)"
606610909,32,MANHATTAN,03/18/2018,23:00:00,03/18/2018,23:15:00,COMPLETED,RANGEL,738,2,N.Y. HOUSING POLICE,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO MAN NORTH,749,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - PUBLIC HOUSING,03/18/2018,,18-24,BLACK,M,,25-44,BLACK,F,1002118,242744,40.83294176,-73.93543259,"(40.832941761, -73.935432593)"
252872201,47,BRONX,03/18/2018,22:45:00,03/18/2018,22:45:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,03/18/2018,,18-24,BLACK,F,,25-44,BLACK,M,1025737,261092,40.88322209,-73.84996814,"(40.88322209, -73.849968139)"
736314152,9,MANHATTAN,03/18/2018,22:30:00,03/18/2018,23:04:00,COMPLETED,,590,2,N.Y. HOUSING POLICE,126,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,,PATROL BORO MAN SOUTH,198,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,03/18/2018,,45-64,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,991103,202254,40.72182279,-73.97527833,"(40.721822791, -73.975278333)"
248898524,69,BROOKLYN,03/18/2018,22:30:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,03/18/2018,,25-44,BLACK,M,,45-64,BLACK,F,1015848,171584,40.63758688,-73.8861513,"(40.637586881, -73.8861513)"
993088630,78,BROOKLYN,03/18/2018,22:20:00,03/18/2018,22:24:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101,ASSAULT 3,DRUG STORE,03/18/2018,,<18,BLACK HISPANIC,M,,<18,BLACK,M,987842,182748,40.66828526,-73.98705323,"(40.668285262, -73.987053225)"
529238565,52,BRONX,03/18/2018,22:15:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,03/18/2018,,45-64,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1012694,254136,40.86418169,-73.89716624,"(40.864181694, -73.897166238)"
483804059,123,STATEN ISLAND,03/18/2018,22:00:00,03/18/2018,22:25:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO STATEN ISLAND,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,03/18/2018,,25-44,WHITE,M,,45-64,WHITE,M,932150,131460,40.52735782,-74.18741245,"(40.527357817, -74.187412453)"
560890415,40,BRONX,03/18/2018,22:00:00,03/18/2018,22:26:00,COMPLETED,ADAMS,765,2,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,03/18/2018,,18-24,BLACK,M,,18-24,BLACK,M,1010526,236982,40.8171057,-73.90507153,"(40.817105702, -73.905071532)"
327387965,41,BRONX,03/18/2018,21:50:00,03/18/2018,22:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,03/18/2018,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1013621,238196,40.82042804,-73.89388461,"(40.820428041, -73.893884614)"
935946945,120,STATEN ISLAND,03/18/2018,21:48:00,03/18/2018,21:50:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO STATEN ISLAND,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,03/18/2018,,45-64,WHITE,M,,25-44,WHITE,F,962833,164594,40.61843127,-74.07714646,"(40.618431268, -74.077146462)"
510130439,34,MANHATTAN,03/18/2018,21:45:00,03/18/2018,22:02:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,45-64,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,F,1005771,253980,40.86377311,-73.92219584,"(40.863773113, -73.922195841)"
247278633,68,BROOKLYN,03/18/2018,21:40:00,03/18/2018,22:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,45-64,WHITE,M,,25-44,WHITE HISPANIC,F,979227,170035,40.63339014,-74.01809857,"(40.633390137, -74.018098573)"
393620338,103,QUEENS,03/18/2018,21:40:00,,,COMPLETED,,33201,2,N.Y. HOUSING POLICE,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO QUEENS SOUTH,105,STRANGULATION 1ST,RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK,M,,25-44,BLACK,F,1041071,193698,40.69815884,-73.79508467,"(40.698158838, -73.795084668)"
405986391,67,BROOKLYN,03/18/2018,21:40:00,03/18/2018,22:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,18-24,BLACK,M,,25-44,BLACK,F,1006663,178312,40.65608179,-73.91922322,"(40.656081786, -73.91922322)"
701311734,107,QUEENS,03/18/2018,21:29:00,03/18/2018,21:29:00,COMPLETED,,,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO QUEENS SOUTH,105,STRANGULATION 1ST,RESIDENCE-HOUSE,03/18/2018,,25-44,BLACK HISPANIC,M,,45-64,BLACK HISPANIC,M,1041481,198924,40.7125003,-73.79356165,"(40.712500297, -73.793561652)"
444570976,122,STATEN ISLAND,03/18/2018,21:26:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO STATEN ISLAND,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,03/18/2018,,18-24,WHITE,M,,18-24,WHITE,F,943598,135643,40.5388992,-74.1462576,"(40.538899202, -74.1462576)"
136380068,106,QUEENS,03/18/2018,21:15:00,03/18/2018,21:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO QUEENS SOUTH,749,VIOLATION OF ORDER OF PROTECTI,OTHER HOUSE OF WORSHIP,03/18/2018,,25-44,ASIAN/PAC.ISL,M,,25-44,ASIAN/PAC.ISL,F,1031004,189031,40.68540793,-73.83142215,"(40.685407932, -73.831422149)"
910070136,47,BRONX,03/18/2018,21:05:00,03/18/2018,21:15:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,25-44,WHITE HISPANIC,M,,18-24,BLACK HISPANIC,M,1022690,261310,40.88383423,-73.86098602,"(40.88383423, -73.860986021)"
522790251,47,BRONX,03/18/2018,21:00:00,03/18/2018,21:15:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,03/18/2018,,18-24,BLACK,M,,25-44,BLACK,M,1023400,265246,40.89463418,-73.85839535,"(40.894634176, -73.858395352)"
872940642,79,BROOKLYN,03/18/2018,21:00:00,03/18/2018,21:15:00,COMPLETED,,,0,N.Y. POLICE DEPT,105,FELONY,INSIDE,ROBBERY,,PATROL BORO BKLYN NORTH,389,"ROBBERY,DWELLING",RESIDENCE - APT. HOUSE,03/18/2018,,45-64,BLACK,F,,18-24,BLACK,F,1000547,186864,40.67956849,-73.94124509,"(40.679568487, -73.941245088)"
348248155,108,QUEENS,03/18/2018,21:00:00,03/18/2018,21:05:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS NORTH,101,ASSAULT 3,STREET,03/18/2018,,45-64,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,M,1010565,210808,40.74526493,-73.90503315,"(40.745264925, -73.905033147)"
634195883,75,BROOKLYN,03/18/2018,21:00:00,03/18/2018,21:05:00,COMPLETED,PINK,390,2,N.Y. HOUSING POLICE,347,MISDEMEANOR,FRONT OF,INTOXICATED & IMPAIRED DRIVING,,PATROL BORO BKLYN NORTH,905,"INTOXICATED DRIVING,ALCOHOL",RESIDENCE - PUBLIC HOUSING,03/18/2018,,45-64,BLACK,F,,45-64,WHITE HISPANIC,M,1021910,182503,40.66753343,-73.86424849,"(40.667533427, -73.86424849)"
528152514,10,MANHATTAN,03/18/2018,21:00:00,03/18/2018,21:05:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,25-44,BLACK,M,,45-64,WHITE,M,985859,215221,40.7574165,-73.99419367,"(40.7574165, -73.994193665)"
672446772,41,BRONX,03/18/2018,21:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,,PATROL BORO BRONX,198,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,03/18/2018,,25-44,BLACK,M,,25-44,BLACK,F,1011153,235312,40.81252013,-73.902813,"(40.812520134, -73.902813002)"
162055700,71,BROOKLYN,03/18/2018,21:00:00,03/18/2018,21:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN SOUTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,03/18/2018,,18-24,BLACK,F,,25-44,BLACK,F,1002882,181672,40.66531301,-73.93284095,"(40.665313006, -73.932840953)"
103005313,83,BROOKLYN,03/18/2018,21:00:00,03/18/2018,21:05:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,637,"HARASSMENT,SUBD 1,CIVILIAN",STREET,03/18/2018,,25-44,BLACK HISPANIC,F,,<18,WHITE HISPANIC,M,1004602,192205,40.69421991,-73.92660927,"(40.694219913, -73.926609274)"
515540306,43,BRONX,03/18/2018,20:50:00,03/18/2018,21:02:00,COMPLETED,CASTLE HILL,887,2,N.Y. HOUSING POLICE,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK,F,,45-64,BLACK,F,1026596,236961,40.81698565,-73.84701407,"(40.816985648, -73.847014071)"
385441941,83,BROOKLYN,03/18/2018,20:48:00,03/18/2018,20:49:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,<18,BLACK,F,,45-64,BLACK,F,1005318,197060,40.70754407,-73.92401209,"(40.707544073, -73.924012092)"
130088333,40,BRONX,03/18/2018,20:35:00,03/18/2018,20:45:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,25-44,WHITE HISPANIC,F,,18-24,WHITE HISPANIC,F,1005760,237459,40.81842782,-73.9222886,"(40.818427823, -73.922288596)"
447540133,42,BRONX,03/18/2018,20:30:00,03/18/2018,20:54:00,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,FRONT OF,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BRONX,749,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,03/18/2018,,25-44,BLACK,M,,25-44,BLACK,F,1012541,242362,40.83186604,-73.89776906,"(40.831866044, -73.897769064)"
395742350,32,MANHATTAN,03/18/2018,20:15:00,03/18/2018,20:35:00,COMPLETED,RANGEL,738,2,N.Y. HOUSING POLICE,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO MAN NORTH,105,STRANGULATION 1ST,RESIDENCE - PUBLIC HOUSING,03/18/2018,,18-24,BLACK,M,,18-24,BLACK HISPANIC,F,1002118,242744,40.83294176,-73.93543259,"(40.832941761, -73.935432593)"
943258951,69,BROOKLYN,03/18/2018,20:15:00,03/18/2018,20:30:00,COMPLETED,BREUKELEN,227,2,N.Y. HOUSING POLICE,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN SOUTH,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK,F,,25-44,BLACK,F,1014211,176368,40.65072361,-73.89202829,"(40.650723612, -73.892028291)"
394012042,42,BRONX,03/18/2018,20:10:00,03/18/2018,20:24:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,03/18/2018,,18-24,BLACK,M,,25-44,BLACK,F,1011283,238631,40.82162946,-73.90233,"(40.821629457, -73.902330002)"
849126778,71,BROOKLYN,03/18/2018,19:55:00,03/18/2018,19:56:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,339,"LARCENY,PETIT FROM OPEN AREAS,",STREET,03/18/2018,,<18,BLACK,M,,65+,BLACK,F,1003056,180728,40.66272157,-73.93221639,"(40.662721569, -73.93221639)"
301832217,77,BROOKLYN,03/18/2018,19:42:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,637,"HARASSMENT,SUBD 1,CIVILIAN",STREET,03/18/2018,,18-24,BLACK,M,,18-24,BLACK,F,1003508,185056,40.67459999,-73.93057482,"(40.67459999, -73.930574822)"
826207736,46,BRONX,03/18/2018,19:40:00,03/18/2018,19:43:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,03/18/2018,,25-44,WHITE HISPANIC,F,,45-64,WHITE HISPANIC,F,1011852,253013,40.86110207,-73.90021499,"(40.861102072, -73.90021499)"
838661480,49,BRONX,03/18/2018,19:30:00,03/18/2018,19:45:00,COMPLETED,PARKSIDE,34805,2,N.Y. HOUSING POLICE,355,MISDEMEANOR,INSIDE,OFFENSES AGAINST THE PERSON,,PATROL BORO BRONX,115,RECKLESS ENDANGERMENT 2,RESIDENCE - PUBLIC HOUSING,03/18/2018,,18-24,WHITE HISPANIC,F,,45-64,WHITE HISPANIC,M,1020965,255753,40.86858934,-73.8672548,"(40.86858934, -73.8672548)"
712866594,42,BRONX,03/18/2018,19:30:00,03/18/2018,20:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO BRONX,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,03/18/2018,,45-64,BLACK,M,,45-64,BLACK,M,1010027,240720,40.82736692,-73.90685996,"(40.827366921, -73.906859958)"
414610397,75,BROOKLYN,03/18/2018,19:30:00,03/18/2018,20:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BKLYN NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,03/18/2018,,18-24,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,1020360,190431,40.68930043,-73.86979329,"(40.689300431, -73.869793287)"
851113561,9,MANHATTAN,03/18/2018,19:30:00,03/19/2018,19:00:00,COMPLETED,,45743,2,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK,M,,25-44,BLACK,F,989299,202385,40.72218357,-73.98178641,"(40.722183568, -73.981786406)"
524313236,45,BRONX,03/18/2018,19:29:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BRONX,749,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,03/18/2018,,18-24,BLACK,M,,25-44,BLACK,F,1032349,246155,40.84219105,-73.8261638,"(40.842191051, -73.826163801)"
374529064,40,BRONX,03/18/2018,19:25:00,03/18/2018,19:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BRONX,749,VIOLATION OF ORDER OF PROTECTI,GROCERY/BODEGA,03/18/2018,,18-24,BLACK,M,,18-24,ASIAN/PAC.ISL,M,1007066,238386,40.8209689,-73.91756704,"(40.8209689, -73.917567037)"
753832332,115,QUEENS,03/18/2018,19:10:00,03/18/2018,19:20:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638,"HARASSMENT,SUBD 3,4,5",RESTAURANT/DINER,03/18/2018,,45-64,ASIAN/PAC.ISL,M,,45-64,ASIAN/PAC.ISL,M,1013820,214263,40.75473774,-73.89327098,"(40.754737739, -73.893270984)"
832744732,115,QUEENS,03/18/2018,19:10:00,03/18/2018,20:10:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638,"HARASSMENT,SUBD 3,4,5",RESTAURANT/DINER,03/18/2018,,45-64,ASIAN/PAC.ISL,M,,45-64,ASIAN/PAC.ISL,M,1013820,214263,40.75473774,-73.89327098,"(40.754737739, -73.893270984)"
116089204,46,BRONX,03/18/2018,19:10:00,03/18/2018,19:15:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",PRIVATE/PAROCHIAL SCHOOL,03/18/2018,,18-24,BLACK,M,,18-24,BLACK,F,1007142,249097,40.85036729,-73.91725589,"(40.850367293, -73.917255894)"
287004818,114,QUEENS,03/18/2018,19:10:00,03/18/2018,19:15:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO QUEENS NORTH,638,"HARASSMENT,SUBD 3,4,5",DRUG STORE,03/18/2018,,45-64,BLACK,M,,25-44,BLACK,F,1009850,215083,40.75700081,-73.90759724,"(40.757000814, -73.907597237)"
660550716,69,BROOKLYN,03/18/2018,19:06:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,03/18/2018,,45-64,BLACK,M,,45-64,BLACK,M,1009383,171207,40.6365728,-73.9094466,"(40.6365728, -73.909446603)"
229511179,14,MANHATTAN,03/18/2018,19:00:00,03/18/2018,19:10:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,113,"MENACING,UNCLASSIFIED",RESTAURANT/DINER,03/18/2018,,45-64,BLACK HISPANIC,M,,45-64,WHITE,M,988063,215082,40.75703431,-73.98623827,"(40.757034305, -73.986238271)"
666377190,13,MANHATTAN,03/18/2018,19:00:00,03/18/2018,19:05:00,ATTEMPTED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,03/18/2018,,65+,WHITE HISPANIC,M,,65+,WHITE HISPANIC,F,990628,209296,40.74115171,-73.97698529,"(40.741151713, -73.976985285)"
411195012,23,MANHATTAN,03/18/2018,19:00:00,03/18/2018,20:50:00,COMPLETED,,664,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK HISPANIC,M,,25-44,BLACK,F,999211,229699,40.79714229,-73.94596657,"(40.797142287, -73.945966574)"
212708163,34,MANHATTAN,03/18/2018,18:56:00,03/18/2018,19:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,365,MISDEMEANOR,FRONT OF,ADMINISTRATIVE CODE,,PATROL BORO MAN NORTH,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",RESIDENCE - APT. HOUSE,03/18/2018,,18-24,BLACK,M,,18-24,WHITE HISPANIC,F,1002039,248536,40.84883927,-73.93570271,"(40.84883927, -73.93570271)"
850855559,101,QUEENS,03/18/2018,18:50:00,03/18/2018,18:55:00,COMPLETED,REDFERN,34703,2,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS SOUTH,101,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK,F,,25-44,BLACK,F,1053494,161530,40.60977657,-73.75061339,"(40.609776567, -73.750613393)"
569066223,101,QUEENS,03/18/2018,18:50:00,03/18/2018,18:55:00,COMPLETED,REDFERN,34703,2,N.Y. HOUSING POLICE,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS SOUTH,113,"MENACING,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,03/18/2018,,25-44,BLACK,F,,25-44,BLACK,F,1053494,161530,40.60977657,-73.75061339,"(40.609776567, -73.750613393)"
923615524,24,MANHATTAN,03/18/2018,18:50:00,03/18/2018,19:13:00,COMPLETED,,,0,N.Y. POLICE DEPT,105,FELONY,FRONT OF,ROBBERY,,PATROL BORO MAN NORTH,382,"ROBBERY,NECKCHAIN/JEWELRY",DRUG STORE,03/18/2018,,25-44,WHITE HISPANIC,M,,25-44,BLACK,M,992102,228930,40.79504077,-73.97164316,"(40.795040766, -73.971643157)"
742307489,115,QUEENS,03/18/2018,18:50:00,03/18/2018,19:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO QUEENS NORTH,101,ASSAULT 3,RESIDENCE - APT. HOUSE,03/18/2018,,25-44,ASIAN/PAC.ISL,M,,18-24,ASIAN/PAC.ISL,F,1016054,214240,40.75466686,-73.88520766,"(40.754666857, -73.885207664)"
106048438,24,MANHATTAN,03/18/2018,18:40:00,03/18/2018,18:47:00,COMPLETED,,,0,N.Y. POLICE DEPT,121,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,03/18/2018,,18-24,BLACK,M,,25-44,WHITE,M,993499,227675,40.79159478,-73.96659948,"(40.791594778, -73.966599479)"
824329771,13,MANHATTAN,03/18/2018,18:40:00,03/18/2018,18:45:00,COMPLETED,,,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO MAN SOUTH,109,"ASSAULT 2,1,UNCLASSIFIED",DEPARTMENT STORE,03/18/2018,,25-44,BLACK,F,,25-44,WHITE HISPANIC,F,985690,208934,40.7401603,-73.99480503,"(40.740160295, -73.994805026)"
942648585,5,MANHATTAN,03/18/2018,18:40:00,03/18/2018,18:50:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN SOUTH,101,ASSAULT 3,STREET,03/18/2018,,18-24,WHITE,F,,18-24,WHITE,F,983894,200721,40.71761772,-74.00128568,"(40.71761772, -74.001285683)"
427417345,75,BROOKLYN,03/18/2018,18:20:00,03/18/2018,18:20:00,COMPLETED,,,97,OTHER,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN NORTH,101,ASSAULT 3,OTHER,03/18/2018,,45-64,BLACK HISPANIC,M,,45-64,WHITE,M,1017228,183349,40.66987419,-73.88112153,"(40.669874185, -73.881121529)"
898796095,105,QUEENS,03/18/2018,18:00:00,03/18/2018,18:05:00,ATTEMPTED,,,0,N.Y. POLICE DEPT,105,FELONY,FRONT OF,ROBBERY,,PATROL BORO QUEENS SOUTH,383,"ROBBERY,DELIVERY PERSON",STREET,03/18/2018,,18-24,BLACK,M,,25-44,ASIAN/PAC.ISL,M,1055743,177908,40.65471266,-73.74233998,"(40.654712662, -73.742339975)"
